255, 253, 255
253, 255, 255
227, 255, 255
211, 255, 255
183, 255, 255
176, 255, 255
173, 255, 255
166, 255, 255
166, 255, 255
168, 255, 255
183, 255, 255
188, 255, 255
233, 255, 255
213, 255, 255
67, 157, 183
62, 145, 175
67, 146, 174
65, 147, 173
65, 144, 172
63, 144, 168
65, 143, 169
61, 140, 168
64, 142, 168
61, 140, 168
175, 248, 255
157, 246, 255
173, 251, 255
146, 235, 255
144, 232, 255
141, 227, 255
96, 209, 241
119, 218, 252
255, 254, 255
245, 255, 255
105, 209, 242
103, 207, 243
112, 210, 248
118, 213, 245
98, 197, 229
88, 192, 229
88, 191, 230
73, 181, 216
75, 178, 215
88, 187, 216
87, 181, 214
86, 170, 202
80, 171, 200
80, 166, 197
78, 165, 198
73, 168, 195
81, 167, 194
94, 178, 216
116, 199, 228
107, 255, 255
104, 255, 255
110, 255, 255
161, 255, 255
111, 255, 255
156, 255, 255
152, 255, 255
53, 225, 243
76, 240, 255
51, 239, 255
56, 245, 255
60, 248, 255
76, 255, 255
54, 255, 255
62, 183, 199
42, 182, 198
39, 189, 207
24, 176, 196
31, 195, 215
130, 255, 255
164, 255, 255
143, 255, 255
159, 255, 255
153, 255, 255
150, 255, 255
58, 239, 255
61, 247, 255
49, 241, 255
35, 239, 255
52, 234, 255
47, 243, 255
205, 255, 255
211, 255, 255
200, 255, 255
205, 255, 255
200, 255, 255
192, 255, 255
117, 255, 255
90, 255, 255
125, 239, 249
117, 247, 255
97, 251, 255
109, 255, 255
128, 248, 255
107, 255, 255
128, 255, 255
140, 255, 255
51, 190, 204
59, 198, 212
60, 203, 218
57, 205, 219
64, 211, 228
233, 255, 255
243, 255, 255
239, 255, 255
233, 255, 255
162, 255, 255
189, 255, 255
205, 255, 255
219, 255, 255
114, 219, 255
114, 224, 255
128, 232, 255
86, 175, 213
83, 179, 215
80, 175, 216
125, 246, 255
130, 245, 255
106, 243, 255
170, 255, 255
167, 255, 255
159, 255, 255
224, 255, 255
223, 255, 255
205, 255, 255
160, 255, 255
165, 255, 255
176, 255, 255
180, 255, 255
167, 255, 255
168, 255, 255
182, 255, 255
196, 255, 255
201, 255, 255
220, 255, 255
171, 252, 255
167, 251, 255
157, 253, 255
167, 255, 255
167, 254, 255
173, 237, 255
166, 240, 255
171, 248, 255
160, 247, 255
78, 164, 195
79, 166, 197
124, 191, 221
108, 191, 226
61, 134, 161
51, 134, 160
70, 150, 176
86, 167, 194
51, 109, 133
53, 111, 136
54, 112, 138
56, 115, 142
60, 119, 149
42, 99, 126
45, 102, 129
51, 105, 133
44, 108, 134
48, 111, 138
58, 111, 148
70, 125, 153
48, 99, 128
53, 110, 136
79, 167, 196
71, 160, 191
54, 162, 195
86, 174, 203
83, 180, 208
84, 176, 205
88, 185, 222
92, 190, 222
98, 191, 225
99, 195, 230
89, 183, 216
174, 255, 255
162, 255, 255
175, 255, 255
198, 255, 255
196, 255, 255
200, 255, 255
176, 255, 255
161, 255, 255
162, 255, 255
177, 255, 255
180, 255, 255
45, 46, 70
167, 255, 255
165, 255, 255
168, 255, 255
158, 255, 255
135, 255, 255
142, 255, 255
188, 255, 255
78, 225, 247
81, 226, 245
79, 224, 251
113, 234, 251
137, 248, 255
36, 125, 146
31, 132, 154
58, 160, 176
26, 129, 153
68, 221, 237
66, 209, 235
63, 215, 239
73, 216, 244
96, 219, 245
85, 218, 247
89, 189, 216
65, 189, 215
30, 174, 199
57, 196, 221
79, 195, 224
23, 129, 152
29, 137, 159
26, 136, 160
35, 148, 171
31, 143, 169
188, 255, 255
190, 255, 255
186, 255, 255
182, 255, 255
173, 255, 255
95, 208, 240
135, 221, 252
128, 218, 250
101, 198, 230
139, 210, 254
55, 130, 164
56, 131, 165
57, 132, 163
48, 135, 167
50, 130, 166
58, 137, 170
62, 142, 172
67, 145, 177
55, 117, 143
50, 110, 142
38, 96, 125
44, 100, 130
36, 87, 117
66, 136, 168
62, 133, 167
58, 133, 164
62, 128, 161
108, 184, 220
108, 185, 223
96, 184, 218
98, 181, 220
82, 176, 214
84, 173, 205
79, 157, 190
87, 165, 196
95, 167, 199
95, 169, 196
84, 159, 191
98, 167, 199
197, 254, 255
201, 255, 255
223, 255, 255
224, 255, 255
211, 255, 255
201, 251, 255
60, 120, 149
53, 121, 148
55, 127, 158
53, 124, 156
53, 132, 160
69, 154, 184
75, 157, 185
59, 146, 177
73, 157, 186
75, 159, 189
72, 153, 183
61, 140, 170
66, 145, 173
65, 142, 175
65, 143, 175
72, 151, 181
84, 155, 182
44, 104, 132
45, 103, 133
54, 111, 141
47, 96, 129
67, 150, 179
64, 149, 178
70, 148, 178
78, 157, 188
79, 159, 190
95, 163, 192
87, 165, 193
90, 164, 192
91, 161, 192
83, 160, 187
225, 255, 255
238, 255, 255
230, 252, 255
245, 255, 254
236, 255, 255
55, 118, 151
50, 117, 148
54, 123, 155
55, 127, 157
33, 69, 97
28, 64, 93
37, 73, 99
35, 71, 98
154, 255, 255
154, 255, 255
159, 255, 255
156, 255, 255
182, 255, 255
171, 255, 255
158, 255, 255
158, 255, 255
148, 255, 255
148, 255, 255
140, 255, 255
137, 255, 255
117, 250, 255
121, 230, 255
175, 255, 255
183, 255, 255
186, 255, 255
246, 255, 255
235, 255, 255
223, 255, 255
208, 255, 255
136, 255, 255
142, 254, 255
130, 240, 255
134, 233, 255
122, 208, 251
187, 255, 255
179, 255, 255
175, 255, 255
144, 255, 255
147, 255, 255
68, 111, 140
65, 111, 140
68, 112, 138
70, 111, 138
79, 109, 134
81, 112, 134
84, 113, 136
91, 115, 136
157, 167, 182
168, 175, 189
178, 182, 198
193, 197, 213
106, 125, 142
109, 127, 142
113, 128, 143
118, 135, 146
94, 149, 176
88, 136, 163
96, 139, 167
76, 121, 150
91, 127, 154
91, 122, 151
95, 126, 151
103, 125, 148
105, 127, 151
42, 111, 127
42, 111, 127
39, 109, 125
37, 110, 125
53, 154, 172
51, 152, 174
55, 159, 174
55, 145, 166
45, 142, 159
47, 143, 160
47, 116, 127
49, 111, 124
52, 109, 120
37, 100, 117
40, 102, 115
78, 195, 215
71, 193, 210
71, 187, 205
59, 135, 152
55, 128, 144
50, 129, 145
58, 128, 145
44, 136, 158
48, 141, 160
48, 146, 166
53, 140, 165
135, 211, 248
127, 207, 239
106, 199, 229
147, 189, 223
144, 192, 224
95, 169, 197
