filename,distance,angle,rx,ry,rz,tx,ty,tz
0degrees_18inches.png,18,0,-0.8096248401396217,-0.26069349730622454,0.4658733667024411,0.0035452245202471275,0.6526994168459649,16.042021954804355
0degrees_24inches.png,24,0,-0.45625791419032513,-1.377245778346592,0.3954366276615972,0.06378655964975102,0.5689918967022134,21.34391893025484
0degrees_36inches.png,36,0,-2.1683296795078073,-0.040650603163908165,0.5555722854569716,-0.1171346036143079,0.2991108096105523,32.73248705051511
0degrees_48inches.png,48,0,2.824569935736678,3.6477707757681155,0.3103529215225185,-0.4631647716789932,0.4582753377162232,43.6950902385125
0degrees_60inches.png,60,0,3.518147758201964,-4.113501605138164,0.959298644703871,0.06900707946936487,0.6635323680212536,55.21110279835456
20degrees_18inches.png,18,20,0.8002559204142695,14.586788193508658,0.507338364386358,-0.0361190767377687,0.5677067011769557,16.30757186588616
20degrees_24inches.png,24,20,0.5076839038685937,14.407750938751787,0.6254866963353996,0.16047023201389118,0.3765138808879568,21.847184304544395
20degrees_36inches.png,36,20,0.9014511165399809,16.196327132958988,0.3003793346652377,0.22410367540353726,0.1501367951271121,33.03178124661543
20degrees_48inches.png,48,20,-1.3912746149266757,16.793748312786967,1.1334074469114073,0.30054759666879405,-0.553834443560752,44.19714479950995
20degrees_60inches.png,60,20,2.3552010558574197,19.772345537020808,-0.32509349483637306,0.32763082421446943,-0.07164074597376938,55.155550922591566
40degrees_18inches.png,18,40,-1.9611668109070373,34.872949992203395,2.3788007619728417,0.07148683564913565,-0.17267106744342042,16.66877809499807
40degrees_24inches.png,24,40,-2.485125776331153,35.99518854275445,2.897345491995456,0.040624526621772176,-0.612079488756587,22.234581472099748
40degrees_36inches.png,36,40,1.4043443265142759,36.55475129502845,0.5149754430132473,0.11230336230364053,0.554179103593985,33.257961743256296
40degrees_48inches.png,48,40,1.2773824746013076,37.6049191285388,0.42536924570228024,0.24923060921595855,0.3429955941961296,44.153130222423236
40degrees_60inches.png,60,40,1.7964721171333113,36.48502883549545,0.22345098354695334,0.02738060954242961,0.20676870623972451,55.81135003017239
60degrees_18inches.png,18,60,-4.092637148948114,56.51116866767622,4.446377831790754,0.27237409081969344,-0.09018253375919764,17.051487584162924
60degrees_24inches.png,24,60,-3.4256385984853224,57.74846536308862,4.0015150083844695,-0.028066062007736748,-0.27426140278064565,22.51790918826429
60degrees_36inches.png,36,60,-1.0102675012730538,57.698636929148336,1.5730868966588536,0.1347393719171885,-0.08977475117043246,33.33316410059858
60degrees_48inches.png,48,60,-0.7394425665077988,58.68389853770982,1.6142557391866066,0.1494035124449102,-0.20758544739509494,44.3664650356836
60degrees_60inches.png,60,60,-1.9818610998430668,59.00245619052844,3.199215540077773,-0.08351662452850597,-0.4872146743863606,55.61376773857978
