filename,distance,angle,rx,ry,rz,tx,ty,tz
0degrees_05feet.png,0,0,,,,,,
0degrees_08feet.png,0,0,,,,,,
0degrees_11feet.png,1,0,,,,,,
0degrees_14feet.png,1,0,,,,,,
0degrees_17feet.png,1,0,,,,,,
